;text;sentiment
2828; NOPE.  It`s been years since it`s happened like this.;neutral
2829;Trying this twitter thing out. Facebook is finally a routine for me, now i need to figure out how to do the twitter thing;neutral
2830; see u Next Saturday With Mr ;neutral
2831; I miss you terribly;negative
2832; i`ll have to be more creative in choosing my next alias.  Adding the N to the front obviously was not stealthy enought.;neutral
2833;_s  tried to reply back to you, but you need to follow me for me to DM - we have many friends in common is the short answer;neutral
2834;I bought a Leica M8, charger arrived DOA. Called Leica,  got transferred around and left a VM.  atleast the RF isn`t misaligned...;neutral
2835;Oh yeah the camera clipping problems with Void are now completely fixed  yay me for fiddling about;positive
2836; all of em! Hahahahaha sry;neutral
2837;got the twilight board game today  good old ebay..;positive
2838;48 Laws of Power by Robert Greene. It`s a little bit much for me, but is anyone interested in a copy? DM me if you are;positive
2839; i`m a real BOY goddamit!!!!!!!!!!!!!! guh. apostro. i feel sad. the library lady thinks i`m stupid. SHE`S STUPID.  j;negative
2840;  I`ve run out of earl grey, so having lemon tea instead, then whb for me too;negative
2841;finally made it to the QC...happy mother`s day!  got my car!!;positive
2842; now i`m done! good nite;positive
2843;  i have no one to watch it with! ma peeps  are actually focused on their finals already!;negative
2844; Oh it`s been so long I can`t remember;negative
2845;Download movie  Notorious http://tinyurl.com/d2u4gs cool #movie;positive
2846;Want to hang out with beth and tenaya and their hubbys tonight....but jon wants to hang out with some other people;neutral
2847;Talking to Sarah and Lisa!;neutral
2848;tweeterizing from a mobile;neutral
2849; Hi! Waking up, and not lazy at all. You would be proud of me, 8 am here!!! Btw, nice colour, not burnt.;positive
2850;seagull hates me and im utterly depressed about it. i miss him.;negative
2851;I want to get super pretty  and i want a cig;neutral
2852;Wasabi is recovering from surgery  http://apps.facebook.com/dogbook/profile/view/6121231;positive
2853;omg, NO ICECREAM;negative
2854;Is going to school.  leave me stuff.;neutral
2855;Have to run! I`ll be on later and hopefully can catch everyone I missed today. Working on web is a bear and so I miss a lot.;neutral
2856;gosh, watchin cosmetic surgery nightmares on ITV , it is AWFUL;negative
2857;Ive been passed out drunk for the passed couple of hours.  Good to go now;neutral
2858;    GRR! my stupid meebo is disconnecting me every 5 seconds;negative
2859; LMAO... just saw this. That sounds HELLA good. I have a hair appt at 7;positive
2860;Ooh, new Bonkers is out tomorrow, nearly forgot about that;neutral
2861; I`m not sure... But, 4719 fans in just a week is a wow to me! I guess they will soon overtake other Malaysian Page to be No.1.;positive
2862;Im so tired and sick  i have to be better on Sunday so i can sing morning and night;neutral
2863;I love the video for Da Funk by Daft Punk;positive
2864; How lovely;positive
2865;Packing gym bag. Off to the gym in a bit. Squee! I`m my happiest whem I`m on the go.;positive
2866;happy mothers day mommy  i love you so much, dono what id do without you ??;positive
2867;Homework & Study Guides;neutral
2868;grrr hate when i make careless mistakes on docs i give to my partner;negative
2869; At least he`s in breakthrough performance tho. I just wanted him nominated in his own category;neutral
2870;The 3d version of Up sold out   regular version it is!;neutral
2871;And it`s gone.;neutral
2872;_RuGGeD_MaN hi vishal;neutral
2873;FINALLY-- Now I am me again.  I had to use internet explorer.  Firefox issues   Back to normal Tweeting.;neutral
2874;it`s friday but i have to work the weekend;neutral
2875;"Feeling some butterflies today   Study study study contracts; gonna ace this, then on to the write-on competition for the journals.";positive
2876;Now comes the fun part  Because you can find only a few offers per country or you live outside US, your changes can be quite tiny.;positive
2877;Watched Yes Man, it was good  http://tinyurl.com/dbrc88;positive
2878; she forgot her words and then started crying  and she stopped singing but then carried on and then cried again so she stopped;negative
2879;" hey Sherri -- don`t give up b/c they`re married; they may have a brother or a friend!";positive
2880;Sorry. Just think - 2.5 hrs till 2 days off!;neutral
2881; I can`t. I`m on my iPod and it doesn`t have IM;negative
2882;okay.. so i 'thought' i was getting sick... but NOPE!!!  HAHAHA PHEW! (sry mike lol - hope you get better soon!);positive
2883;grrrr youtube wont let me watch the  chat again;negative
2884; well that propels people to change direction. No point wasting your days on something you lost the passion for.;negative
2885;Hour fifteen drive. Just left, bored and ate half my food already;negative
2886;contemplating getting my hair cut and having severe anxiety about it....;negative
2887;i am seriously........ addicted to talking to people haha. but i love it so i don`t care. and you can`t tell me otherwise, jerk.;neutral
2888;Excitement: 8 new followers overnight. Sadness: 6 of them are ad bots.;negative
2889; sorry Demi, just read post that you can attend BGT. Im sure your support for SB has helped tho  a world without paps PLZZ;negative
2890;i wish i could go to meet in the middle tomorrow.;positive
2891; pauly wallly ! you made my life **** happy as hell and i love you x3 you should reply back to me;positive
2892;Lovin` , , & _Bailon SOOOO much right now!;neutral
2893;bye LA... I already miss you;negative
2894; haha dork .. That sounds so yummy .. Share!;positive
2895;ahhh i think my legs are burnt  they hurt;negative
2896; it`s trashy and sensationalist...so yes;negative
2897; hahaha now ur gonna tweet.... I awoke to 67 the other night haha Man the concerts here suck. Cali`s da place 2 be;neutral
2898;Happy Star Wars Day;positive
2899; Thanks For The Follow.;positive
2900; http://twitpic.com/3ernb - Loving The Jumper;positive
2901;Oh fml its probs gunna be at shepards bush  i hate it there;negative
2902;" unfortunatly, just about to start making my way home  but via Singapore for a gig too, so fun ain`t over  just yet ;)";neutral
2903; i wish we had sun lollies for me to get addicted  what flavour?;positive
2904;I`m such a saddo, haha. But that actually makes me really happy. Warrens dead though;neutral
2905; are you in need of another kiss attack??;neutral
2906; hehe, I can almost hear out of my right ear now  Can you yet?;positive
2907;NKU - I can get that app after all!;neutral
2908; saw a whole lot of your stuff at Africa Joy Casterbridge Farm, White River in Mpumalanga.was quite thrilled to see ur stuff;positive
2909;_Mom Emailed you - it`ll be on the porch anytime. If you come tomorrow, we`ll have to miss you! Don`t worry about knocking!;neutral
2910;Tweetioi in class is a real problem  =Taylor=;negative
2911; hey hunnie  how are u?? I miss talkin to u! Ty for the follow;neutral
2912;I think i`m broke again.  :\;negative
2913;http://twitpic.com/4jco5 - The Result of working the Green/Black fingers...;neutral
2914;maaaaan! I spent an hour on a project for work, only to have the computer bork and crash and lost it all;neutral
2915;has made a decision and will stick to it although I`m really not sure it`s the right one;negative
2916;Ahhhhh processing shipment  sooooooo much!!!!!;neutral
2917;I can`t find   hope he didn`t get eaten by anything last night...he jumped off the deck   he just wont stay in safe *sigh*;negative
2918;my poor baby girl is poorly  x;neutral
2919; Whooo Baby! Good luck;positive
2920;_d Aaaww!! That`s so good to know, I`m glad James is doing great  We LOVE you guys! KIsses from Venezuela!;positive
2921;Does `Real Detroit Weekly` not have a website.....Oh the horror, the horror;negative
2922;Is going to be off line for the rest of the day. Made some progress on a game over the weekend.  you may not like me again.;negative
2923;OMGod I`m soooo tired    I don`t think I have the energy to film today lol;negative
2924;  is all mine  #twpp #shadez;neutral
2925;Writing an essay in college writing  so boring;negative
2926;Just heard good vibrations and i thought of Charlie dying on Lost;neutral
2927; I am surprised you haven`t fired  for announcing the whole world of they body they`d found 'Selfish';negative
2928; haha! i see...  go, wear BLUE! ) heey, ur watching JONAS! hahaha ) haven`t watched any ep yet.. hope it shows here soon!:p;positive
2929; It`d be nice but soon we`ll have to Pay to Tweet;neutral
2930; how do you win the trip to america? please reply xo;neutral
2931; hahaha! YES I AM!  Lil Jon is the freakin jizzle! U know I named my 1st puppy after u? Lil Jizzle...remember? LOL...xoxox;neutral
2932;wonders why her Karma points turned into 0.00.  http://plurk.com/p/wxj54;neutral
2933;The sun is shining  Have a great day;positive
2934;Chaz`s Daily Happenings: 22:31 Watching E.R instead of a DVD. End of an era  # 11:09 The sun is out. Wooo  #.. http://tinyurl.com/lgwrum;neutral
2935; Hahaha, that`s a cool pic that Sal made of Daniel and you. lol.;positive
2936; Your sweetie is very lucky too!  #liberty;positive
2937;Anyone have a Super Nintendo Controller they want to sell me? Mine broke.;negative
2938; go to mid valley la ****  haha! never mind la, i don`t wanna go with you anyways;neutral
2939;Attempting to sleep. My puppy is sick already;negative
2940; i wanted to see that.  enjoy it!;positive
2941;hah.. finally got home...;neutral
2942;is sick in the doctors waiting room;negative
2943;Why did i drive and how did i make it? Ahh margaritas are the BEST!!;positive
2944; omg wow  I hope everything is ok now;positive
2945;lazy day, staying off the foot as much as possible.;neutral
2946;#thingsmummysaid  You are the result of a broken condom.;negative
2947; oh okay cool, i love the fast and the furious can`t wait to see the new one;positive
2948;So yeah, things aren`t going so well for me. I`m getting to feel like I haven`t felt in a long, long time.;negative
2949;YES!! REPRIEVE!! One paper pushed back until Friday! That leaves just three more pages due by 4:00pm... not even a problem.;positive
2950;spending some quality time with my fender tele deluxe...true love;positive
2951;hmm icecream for breakfast  #springtime;neutral
2952;Wishing I could have seen my nephew graduate from kindergarten!;negative
2953; i (L u so much  See u at school todaay!;positive
2954;Britain`s got Torture - Edelcries...;negative
2955;  its suzi;neutral
2956; It`s amazing the DVDs I`ll put on my Netflix list just based on the trash potential inherent in their titles;positive
2957;_august84 - requoting the gyaan - the more you live life, the more you fail to notice how you live it - quote By muthu...;neutral
2958;perkinz..  idk wat after dat tho. maybe sum ****. lol;neutral
2959;  You`re silly.;negative
2960;It`s 1:15 AM, and I hear a helicopter flying over my house. That`s kind of weird. In other news, my headache is back. BOOOOO.;negative
2961; Rofl u did?  Hahaha! Lemme tell Salman Munir =P =P;positive
2962; YEA!! Way to go! Super excited for a great Midwest resource!!! Midwest pride!;positive
2963;Hi .. I have the net YAYY.. Im here for a short time though;positive
2964;Loving the sunshine! Wish poor Richie would feel better;positive
2965;and we`re in;neutral
2966; heyy i have a sis of 1 year with 5 months and still she don t want to walk..;negative
2967;  hey, is your site down? I was going to listen to the web stream but can`t get to the site...;negative
2968;my mind is racing ... b/c of 4 words he wrote.  I hate him, but I hate her most. ... and I can`t keep from falling for him;negative
2969; I hope so ^^ Eclipse is up and running again btw!  http://tinyurl.com/d792yd;neutral
2970;Uh, happy mother`s day mum.;positive
2971;_bebop that`s lame, sorry;negative
2972; morning  how are you?;neutral
2973;_**** cheer up lizzi there will b another foh hero concert   but still i suppose we can b upset  xoxoxo;negative
2974; I`ll most definitely write about it! I look forward to your article on RE5 (if you do write about it) It should be fun.;positive
2975; Hugs 4 kathy. Though my mom`s in heaven, I know she`s smiling at my accomplishments & all the people who keep me positive.;positive
2976; oh noes I missed you again.;negative
2977; i don`t have anything being fwd through to mobileme and the last week i`ve gotten at least 4 -5 spam messages a day;neutral
2978; ive been spending time w/my momma! we`re celebrating mother`s day for her early  ive been good! how was woodburn?;positive
2979; Heard that your dad would be going here in September. Would you also come with him?;neutral
2980; I heard it was disappointing, which I am disappointed by before I`ve even seen it.  What a waste of C. Bale.;negative
2981; ???!  #MandarinMonday;neutral
2982; Yeah, I thought that was very little warning for you guys.   I don`t miss 12-9 shifts 6 days/wk with no break, that`s for sure;negative
2983;"Right I now need breakfast. Let`s see if I can make it while Tweeting ;-) What am I thinking, I`m a bloke, multitasking is out lol";neutral
2984; i`ll teleport it straight to you;neutral
2985;59 may be my new FAV number!!!;positive
2986;So i have done absolutely NOTHING all day today...how pitiful is that...smdh...guess I cant go out 2nite, I gotta work  booo ;negative
2987;Sad! Casue everyone is going their seperate ways! Never going to see my friends again!;negative
2988; cool np. It`s got me working on a series of designs.;positive
2989;Have to sell my car. It`s costing me too much. Can now afford one rollerskate. Bye bye petey;negative
2990;  do it at like like 9 causeee im babysitting haha or you should call me causeee im kinda bored right now;negative
2991;_Jim I so much want to see the screen adaptation of Kick ****, but once i found out Nick cage was in it, my heart sank;negative
2992;Oh it is so sunny.;negative
2993; Oh noes.  Hope you feel better soon. My head sympathizes with yours.;positive
2994;Sunburn is really bad now. Regretting sitting in the sun without suncream now;negative
2995;I feel like I`m on alott of drugs;negative
2996; hehe his name was Jack Dawson & he died on the Titanic  u c that movie Miley?im watching it rite now. amazing.tell Leo I<3Him!;neutral
2997; oic, where in Cavite? no sorry im not from America ... if you can see my profile, there`s no word like America there;neutral
2998;my throat hurts  gonna go read and go to bed. text mee!;negative
2999;watching old skool fall out boy vids;neutral
3000; join the club.;neutral
3001;$y_Spitta Was caught in traffic around the Howlin Wolf for about 30mins. I was wondering WTH was going on.....musta been nice!;positive
3002; Agreed...this time of the year we should change the motto to 'The Soggy State'...my backyard looks like a swimming pool;neutral
3003; Ohhh, i really want to see Coraline, it seems really good;positive
3004;why is it so **** cold ??!;negative
3005; FATTY! omg i just found the worst **** out and idk what to do i need to talk to you!! hopefully i see you when you get off work.;neutral
3006; if you weren`t 'picky' (=precise) i might not find you as interesting to talk to;negative
3007; awee!;neutral
3008; You WILL be succesful  Love You!;positive
3009;yeaaaah tangerang in vacation;neutral
3010;Yah me too;neutral
3011;I lost 15 dollars. I always lose my money;neutral
3012;Well, looks like it is going to be another night without my snuggle bug  Missing my Big Girl.;negative
3013; but it is a good one;positive
3014;@_shannon1234 Shannie im so sorry! didnt mean to upset you! i just thought you would find it cute  im sorry dont be sad!;negative
3015;totally the best part of my day was studying with   haha ok now i`m really leaving holly`s and i`ll be there shortly! peace!;positive
3016;Going to clean my room but thats not hard. i keep my room pretty clean really....anyway, i could still be doing better things!!!!;neutral
3017;Got approximately 3 hours of sleep last night....I love my life;positive
3018;Bad week for connectivity...Arlington Panera wifi sucks. Maybe head to Legal Seafoods at airport. Dang...missing Metaverse U stream.;negative
3019; we have mice in our attic who clog dance;neutral
3020;i need to make more of an effort to meet some of my best online friends like   <3 but **** the money it costs D:;neutral
3021; DUDE. same.  it hurts;negative
3022; Wish I was in Dallas.. Can I still say ow!? lol Hey... u spelled my name wrong  It`s all good. Thanks for #FF love;positive
3023;fall down;neutral
3024;In Study Hall with Brittneyy!!;neutral
3025;_flo well thats not nice... hope ur all good now;neutral
3026;I`ve been reading up on Sims 3 genetics on the Sims 2 forums. Apparently hair dye is passed on to offspring. I`m very disappointed;negative
3027; don`t know yet.. no word...   hopeful though!! and some good stuff happening lately so I`m getting excited!;positive
3028; http://twitpic.com/4jguu - wow that is pretty  x;positive
3029; that`s great! i was never so good at the jump roping...;neutral
3030; The cast of True Blood was there;neutral
3031; morning you;neutral
3032;new phone + zero contacts = poo. send me a message with your name so i can save your numbers thanks;positive
3033;Working on something exciting... and I cannot tweet about it for several months;neutral
3034; U were great, as always. But, can`t we do an east Germany on noko? Or at least provoke them & then go in 4 the kill.;positive
3035; its a nice pair of shoes. i checked other nike shoes if its worth buying... it is;positive
3036;So my coworker/friend told me the manager who sent me home is afraid she`s in trouble for sending me home haha. Dumb ****;negative
3037; wat u doin my bad im mixin this song;negative
3038; can I help in any way?;positive
3039;Signing out for the night - have a good Sunday night all;positive
3040; I just got two tickets one for speeding and one for tinted windows;neutral
3041;@ Cleaning the house! going out at 3 to see a soccergame with friends;neutral
3042;And thanks for the gorgeous flowers.;positive
3043;It`s good to be home;positive
3044;AP: North Korea could opt for devastating land assault... http://tinyurl.com/nmg9ht (via _Report) Scary talk to say the least.  mm;negative
3045;i need to go out of office again.. i am melting..;neutral
3046;Back home after a funeral for my wife`s grandfather today.  Now its time for homework;neutral
3047;http://twitpic.com/4wtii - new hair going to greeattt use!;positive
3048;Test another update... sorry for bothering all of u guys;negative
3049;Calling it a night .... talk to yall tomorrow;neutral
3050;  that sucks;negative
3051;Happy Mothers` Day to my mom and all the mothers in the world;positive
3052;i want to join drama practice today but i can`t;neutral
3053;#3breakupwords you have changed;neutral
3054; oh ok  well im sendin lots of love ****;positive
3055;" nooooooooo....u never call me anymore  lol...but, i`ve been good too...rick ross is in town, might go 2 his show 2nite ;-)";positive
3056; i`ll get my size 40`s out now, straight to the post office  See you later, hun;neutral
3057; did she tell you why she hasnt? i miss my boge.;negative
3058;_possa Happy Happy Bday Baby Girl. Love Ya!!!! Hope you get EVERYTHING you want;positive
3059; haha i just realised it sounded a lot like stellllaaa lol. anyhoo i got ur facebook msg and will start working soon hopefully;positive
3060;ok      Love you girls. but work beckons.  Will come back later for #twpp;neutral
3061; ... sounds like Jeff has the best job in the world!;positive
3062;just spent an hour trying to get the newborn bird in my front garden to fly. poor baby  no success!;negative
3063;someone doesn`t feel good...;negative
3064;Good Morning people!!! Have a great day;positive
3065; u can see I just twitted them if its the real xmsirius that is. Let me know any other contact info. Lets transmit this!;neutral
3066;I wish I could twitter from the BOOK EXPO but the reception at the Javitz is horrible....;negative
3067; 100,000 / 60 = 1667 words/day.  1667 / 10 = 167 words/hour.  167 / 60 = 2.8 words/minute.  No pressure.;positive
3068; in august with anberlin. they`re not headlining though  and yes there is a perth show;neutral
3069;Got some new clothes  and series one of supernatural on dvd;neutral
3070; SHOUT OUT TO NIKKI....PLEASSSEEE   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS);neutral
3071;I love Google`s Mothers day theme  http://tr.im/jtl8;positive
3072;_tha lol  congrats!;positive
3073;makin tea an its stressin me out;negative
3074; woah that`s cool  just landed in London about 2 and1/2 hours ago.I LOVE the scenery, beautiful ,;positive
3075; thats terrible  I enjoy being with you every minute!;neutral
3076; oh jealous. Though you`re missing the fried potato bread;negative
3077;  How vile are people, they have to remove things that have a value;negative
3078; you should not be wasting the may bank holiday in the crappy north- you should be down south in brighton where the party`s at;negative
3079;@ punkrockchick25 Haha no i just saw a commercial for it. . You wouldnt kill me;neutral
3080; guess I missed out on more than beer and a good time;negative
3081;watching my favorite tv shows on HULU.com for free;positive
3082;So full from a great lunch and now stuck in traffic;neutral
3083; well, as i mother & grandma i am a bit in a kidding mode;positive
3084;very very bad headache that is getting worse by the minute not better.;negative
3085;wants  to come back online so that he can talk about all the gossip and horrible things which transpired today.;negative
3086; but but it was funny when I wrote it;positive
3087; Thanks. Busy as **** is good in my book.;positive
3088;Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard;negative
3089; Thanks. Appreciate it.;positive
3090;Yay my ears match;positive
3091; She`s the ruddy manageress - 2nd bad job from her. I can never find a good place beyond 1 or 2 cuts;negative
3092;wonders if anyone would care if she died tomorrow;negative
3093; laundry instead of sitting here. that darn laundry keeps mocking me.;negative
3094;Unstable broadband and electricity taking toll on my mental stability.;negative
3095; grr @ naplan. just finished my commerce & geo exams  good luck (Y);positive
3096;nice weather..looks like its going to rain here in #Delhi.;positive
3097;My tweetdeck won`t pull up.;neutral
3098;that little boy that drowned yesterday lived in our subdivision and went to nicoles school. so so sad.;negative
3099;an ultimatum is an ultimatum no matter how you dress it up.  and that sucks.;negative
3100; i know, don`t tell anyone  i dont know if my dad told the famz yet. i think i`m taking it online.;neutral
3101; Oooh you just spoiled my teenage fantasy;negative
3102;it`s been so nice all day, and now it looks like it`s going to rain...just when i was getting excited about taking photos when i get home;positive
3103;Yay! I just fixed my blog`s CSS problem that messed up the design;neutral
3104; ohh yeahh (: i`m probs gonna be a loner to start with, thanks to the person i was gonna go with be a ****;negative
3105;Wondering why it`s so cold - the skylight is open - I left the gas on this morning;negative
3106;New Forum Thread - First Typhoon of the Season: Is *NOT* headed to Okinawa.  Made you look. .. http://tinyurl.com/dm4b3q;neutral
3107;I`ll be grand....;neutral
3108; I love my mom tooo;positive
3109;i had the best day ever! i missed him. more tomorrow too;positive
3110;#thingsmummysaid You need to learn to wash dishes and do laundry because I won`t always be here to do them for you. She was right;positive
3111; yea - it`s mostly b/c I couldn`t sleep, but oh well, lunch time will come soon;neutral
3112; ahhh I`m drinking some too!! And bride wars is really good;positive
3113; im missin out on all the fun aww  *cryin* lol;negative
3114; Thanks, that was gonna be my next tweet...You the man  Figuratively speaking;positive
3115; Yeah, Trimet says it`s a 1hr trip, I get home at 6:30/6:45-ish, so we`d arrive just as everyone was leaving.;neutral
3116;COTTIN WITH EMILYYYYYYYY;neutral
3117;_simple_girl  I have to miss the festivities this evening.  Heading up the hill and won`t have internet and no BB service.;negative
3118; I have popcorn and fruitcake now...but it`s just not the same as Chocolate;neutral
3119;_g: I`ve been sneezing and felt like a train-wreck for the last two weeks myself. But it`s not piggystuff.  So we`re good then.;neutral
3120;_WOCKEEZ I`m missin u guys by a day!! Ill b there tomorrow  butttt see u june 18th with the blockkkkk!!!!;negative
3121;this is absurd ! I feel like a dipping in the pool real quick . its too bad i dont have a poool;negative
3122;Going to get a pedicure and the to CPK for lunch;neutral
3123;Why did everyone seem to leave me this weekend  ....sigh. In bed;negative
3124;Going into town later to get myself a birthday present.  An iPod Touch will do nicely I think;positive
3125;I`m off to bed. Head just won`t stop giving me pain. ahgg.. Let this sinus, allergy, whatever you are be over tomorrow! Sogni D`oro;negative
3126;At the bus stop there`s always a big pile of loogies. So. Gross.;positive
3127; well keep me posted if it comes out fully thanks;positive
3128;happy Star Wars day;positive
3129;Thanks all for coming out tonight, hope ya had fun!;positive
3130; i mean give. lol with a finger! then crash her car! lol jk. thats bad. just ignore her;neutral
3131;things are looking better and better! i think i might be quite happy;positive
3132;Had fun at the Airshow with the boys today - exhausted;neutral
3133;Marley and me is the saddest movie ever I never cry in movies but this movie mad me cry;negative
3134;one of my cat`s is sick;negative
3135;Just left Brooklyn going uptown for some latin coffee with a dollar sandwich, can`t find that in downtown Brooklyn, where Brooklyn @;neutral
3136;I can`t find my camera;negative
3137;i think that i`m the only 1 on!!!;positive
3138;is feelin it;neutral
3139;I`m the bird with broken wings, she`s the song i love to sing  you know who you are ****;positive
3140; rofl. room is too small to dance;neutral
3141;@_mmmichelle you`re in france?!?! cheri!;neutral
3142; that made me cry  poor hollie ****;negative
3143;OK, time to head into Urban Outfitters to see what catches my eye, then head home, since this rain is hindering any more pics for the day;neutral
3144;really annoyed that work appear to have blocked facebook now...;negative
3145;Mothers Day;neutral
3146;_ PrintChick thx for sharen LUV IT;positive
3147;" delegate  I am now eating pate on toast a my wife is editing yesterday`s engagement shoot ;)";neutral
3148;Ha! I think I really have lost it. Time to get ready for work.;negative
3149; hell yea its hot here  i miss cali;negative
3150;YES! I DONE IT! at last.  my homework is ready dx and i can go waaalkiiing because the sun is shining ^^ oh yeah.;positive
3151; you writing fanfic? me read!;neutral
3152; I`m saving up for a three burner weber for next year;neutral
3153;  Thanks Mr. DJ!;positive
3154;I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.;negative
3155; ohh sorry , thats someone else`s pic  my bad;negative
3156; *hugs* Oh gosh, I`m sorry;negative
3157;_ YEEEAH :`D lmao, dentists aren`t nice  espesh after they decide your too old for goodie bags with stickers & awesome toothpaste;positive
3158; why do we need to wait another year for toy story 3?!;neutral
3159;HAHAH, Did I hear MVP Chants in Atlanta`s Arena?  At least they get it right there, unlike at staples;neutral
3160; haha well then maybe u shouldn`t be so weak  hehe jks  ****;positive
3161;Biggest food fight/mosh pit ever and i miss it from across the school;negative
3162;I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it`s dead. http://tinyurl.com/mlh4f5;negative
3163;#3wordsaftersex it hurts now;negative
3164; I can only imagine, but I know I love hearing about your novel!    I`m kinda awake, lol.  Will continue to do so, hopefully.;positive
3165;Gonna try to get a couple hours of sleep. Love going to bed at 9 am. Later Twitter;positive
3166;http://twitpic.com/4wi9p - playing with ethan. i love you baby;positive
3167; how come? i want pizza;neutral
3168;Geez I`m hating bein at work till 10 on a day like this I feel like its a wasted lovley day;negative
3169;At every gas station, I look for postcards for   No luck.;negative
3170;ya i walked into the wall thats why i have a plaster on my neck;neutral
3171;  Hey everyone! I just mixed the first single....!  'Why R U' ...I`m sooo excited!;positive
3172;"Guys will go see Constance 	 logically";neutral
3173;did not sleep a wink last night  X;neutral
3174; // i feel your pain. i once lived in an apt for 6 mos where the previous tenant had 4 cats. burning eyes/tight lungs =  gregg;neutral
3175;ahh! big scary bug flying around my room!!!!!;negative
3176;oh yes, the Cavs win game5, now onto game6. it`s still danger, they HAVE to win this one either, it`s no shot for the championship;neutral
3177; Happy Anoop Day to you too Monica;positive
3178;Just tried an energy drink to report back for you guys, and im sweating and have the worst cramps. I want to lie down;negative
3179;Happy Mothers May to my Mak   Love you always! XOXO.;positive
3180; i found out that there`s sushi with fake crab meat and it`s not good for you;negative
3181;is thinking about a career change;neutral
3182; meh, i feel fine now, it was crazy 10 minute sickness session, but now i`m hungry again;negative
3183; what sun?;neutral
3184;   Well....hopefully someday soon you can get one!;positive
3185;Under sooooo much stress lately;negative
3186; me too. ****.;negative
3187; Tuned to listen, but had a 1:30 meeting. Now know that my high school/college French doesn`t cut it anymore.;neutral
3188;Do you have a chronic illness blog? Let me know, I`ll post your link on my own  www.ptsici.blogspot.com;neutral
3189;Weekend is getting close. Too bad I`ll be stuck up north  Hopefully I`ll be able to get out next weekend for some real life fun.;positive
3190;JT should just be a regular on SNL;neutral
3191; #twappy http://bit.ly/D9qVk;neutral
3192; It`s never too late - they just need to buck their ideas up and stop being such a bunch of stuffy old reactionaries!;negative
3193;not at all happy...dont know what the reason is;negative
3194;_fan76 ROFL!  THAT`S my problem, only two hands;negative
3195;no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ...;negative
3196; What timeeee? My mom says I have to do something daw tomorrow, eh. But we`re never compelte!;neutral
3197; I`ve been sat sunbathing in the bombed out church all day and left and missed you;negative
3198;I know exactly where i should be;neutral
3199; I`ve made a game for you, Stephen- http://tinyurl.com/ctw4ld - well, actually it`s for us, not you;neutral
3200; thanks to follow. have a nice rest;positive
3201; Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!;positive
3202; yeah i got ur text! well ive only been on summer break for a week, and so far its been boring... all i do is watch tennis matches;negative
3203;I`ve been nudged!!! not much going on lately umped games over the wknd and i took one to the pills;neutral
3204;i just saw a bird slowly die right next to me;negative
3205; hahahaha where is that train? I want on! That should be a wild ride;positive
3206;Love the family feud episode with the kardashians tonight;positive
3207;I`m coming up with a new plan with my bestie. Oh this one is gonna be great.;positive
3208;Hmmm. http://www.djhero.com/ is down;negative
3209;lmao...ummmm nothing...;neutral
3210;_90 haha agreed  LOL;positive
3211; hello  I`m up late playing on the internet. I love you!;positive
3212;The music video I made for my  project for `This City is Contagious` by  is uploading to YouTube now.;neutral
3213;Theyre sappin mah sentry! errr yea... i`m without power at home right now;neutral
3214;crash in Qmbol;negative
3215; Perth Australia;neutral
3216;http://twitpic.com/4wgoq - The Beach was phenomenal 2day;positive
3217; I forgot that was tonight! Was planning on heading down to the Cask, that might not be such a good idea;negative
3218;Tired.....but can`t go to bed yet.....;negative
3219; You`re a night owl, too, huh?;neutral
3220; haha no kidding... I listen to them all day long bud;positive
3221;Going to group therapy session, can`t wait to spill my guts... Ha ha ha;neutral
3222; Eat it, it`s good for you;positive
3223;happy mothers day  esp to my mommy;positive
3224; What phone do you have -- an old rotary?;neutral
3225; I had to look at it 3 times before it sunk in, totally shocked by it  tbh.;negative
3226; im in schaumburg rite now ... and u want ice cream lol its type chilly outside lol i got ice cream here;neutral
3227;i`m done.haha. HOUSE MD marathon ulet;positive
3228; omginorite! I`d be all fancy and tophatted all the time, it`s really too bad I can`t grow a handlebar moustache..;negative
3229; got ya - that wouldn`t be so bad tho right?;negative
3230;just finish clean up my computer/guest room`s cupboard! my stuffs;neutral
3231;just watched slumdog millionaire  its soo goood i love it :] but its sad!;neutral
3232; I feel for you, that sounds like how Kiya was last night  all I can say is get comfy on the couch and enjoy the cuddles!;positive
3233; .. Eh .. have u never heard of Belfast..? Where like EVERYONE loves you!?!;neutral
3234;wow its only 9:30;neutral
3235; Yes.  Me too. I can`t understand why they have to do that. I mean, I know it`s all about Hollywood, but this thing is called love.;positive
3236;I hve a blister on my pinky nd it hurts soooo much!;negative
3237;watching What Happens In Vegas!;neutral
3238;oh happy day!!! nice weather, smiling, happy baby and icecream later;positive
3239;headed to the beach with puppy maverick hugs and much aloha;positive
3240;i want to borrow an MX5 this weekend;neutral
3241; LOL! I had a peek at http://geehall.blogspot.com it`s coming along nicely  I totally understand about leaving the set quiet too.;positive
3242;_uk  o2 - train from Bristol to London. It`s terrible - and no wifi;negative
3243;everything is spinning;neutral
3244;_serafina85 Its headed this way;neutral
3245; the DS version sucks;negative
